"event","top_inning","batter_name","date"
"Single","N","Brett Wallace","2012-06-03"
"Single","N","Jason Castro","2012-06-03"
"Single","N","Marwin Gonzalez","2012-06-03"
"Sac Bunt","N","Jordan Lyles","2012-06-03"
"Sac Fly","N","Jordan Schafer","2012-06-03"
"Flyout","N","Jose Altuve","2012-06-03"
"Flyout","Y","Zack Cozart","2012-06-03"
"Flyout","Y","Zachary Cozart","2012-06-03"
"Flyout","Y","Zach Cozart","2012-06-03"
"Single","Y","Drew Stubbs","2012-06-03"
"Strikeout","Y","Joey Votto","2012-06-03"
"Walk","Y","Brandon Phillips","2012-06-03"
"Flyout","Y","Jay Bruce","2012-06-03"
"Strikeout","N","Fernando Martinez","2012-06-03"
"Flyout","N","J.D. Martinez","2012-06-03"
"Double","N","Chris Johnson","2012-06-03"
"Strikeout","N","Brett Wallace","2012-06-03"
"Strikeout","Y","Chris Heisey","2012-06-03"
"Groundout","Y","Miguel Cairo","2012-06-03"
"Groundout","Y","Ryan Hanigan","2012-06-03"
"Strikeout","N","Jason Castro","2012-06-03"
"Single","N","Marwin Gonzalez","2012-06-03"
"Home Run","N","Justin Maxwell","2012-06-03"
"Strikeout","N","Jordan Schafer","2012-06-03"
"Flyout","N","Jose Altuve","2012-06-03"
"Double","Y","Todd Frazier","2012-06-03"
"Single","Y","Zack Cozart","2012-06-03"
"Single","Y","Zachary Cozart","2012-06-03"
"Single","Y","Zach Cozart","2012-06-03"
"Strikeout","Y","Drew Stubbs","2012-06-03"
"Sac Fly","Y","Joey Votto","2012-06-03"
"Groundout","Y","Brandon Phillips","2012-06-03"
"Strikeout","N","Fernando Martinez","2012-06-03"
"Single","N","J.D. Martinez","2012-06-03"
"Single","N","J.D. Martinez","2012-06-03"
"Strikeout","N","Chris Johnson","2012-06-03"
"Strikeout","N","Chris Johnson","2012-06-03"
"Hit By Pitch","N","Brett Wallace","2012-06-03"
"Hit By Pitch","N","Brett Wallace","2012-06-03"
"Single","N","Jason Castro","2012-06-03"
"Single","N","Jason Castro","2012-06-03"
"Groundout","N","Marwin Gonzalez","2012-06-03"
"Groundout","N","Marwin Gonzalez","2012-06-03"
"Flyout","Y","Jay Bruce","2012-06-03"
"Pop Out","Y","Chris Heisey","2012-06-03"
"Strikeout","Y","Ryan Ludwick","2012-06-03"
"Groundout","Y","Devaris Gordon","2012-06-03"
"Groundout","Y","Dee Gordon","2012-06-03"
"Groundout","Y","Elian Herrera","2012-06-03"
"Groundout","Y","Bobby Abreu","2012-06-03"
"Single","N","Dexter Fowler","2012-06-03"
"Groundout","N","Marco Scutaro","2012-06-03"
"Strikeout","N","Carlos Gonzalez","2012-06-03"
"Strikeout","N","Michael Cuddyer","2012-06-03"
"Groundout","Y","Andre Ethier","2012-06-03"
"Pop Out","Y","Jerry Hairston","2012-06-03"
"Pop Out","Y","Jerry HairstonJr.","2012-06-03"
"Groundout","Y","James Loney","2012-06-03"
"Walk","N","Todd Helton","2012-06-03"
"Grounded Into DP","N","Jordan Pacheco","2012-06-03"
"Flyout","N","Wilin Rosario","2012-06-03"
"Walk","Y","A.J. Ellis","2012-06-03"
"Groundout","Y","Tony Gwynn","2012-06-03"
"Groundout","Y","Tony GwynnJr.","2012-06-03"
"Walk","Y","Nathan Eovaldi","2012-06-03"
"Flyout","Y","Devaris Gordon","2012-06-03"
"Flyout","Y","Dee Gordon","2012-06-03"
"Pop Out","Y","Elian Herrera","2012-06-03"
"Lineout","N","DJ LeMahieu","2012-06-03"
"Groundout","N","Alex White","2012-06-03"
"Strikeout","N","Dexter Fowler","2012-06-03"
"Groundout","Y","Bobby Abreu","2012-06-03"
"Groundout","Y","Andre Ethier","2012-06-03"
"Single","Y","Jerry Hairston","2012-06-03"
"Single","Y","Jerry HairstonJr.","2012-06-03"
"Flyout","Y","James Loney","2012-06-03"
"Flyout","N","Marco Scutaro","2012-06-03"
"Groundout","N","Carlos Gonzalez","2012-06-03"
"Walk","N","Michael Cuddyer","2012-06-03"
"Walk","N","Todd Helton","2012-06-03"
"Flyout","N","Jordan Pacheco","2012-06-03"
"Strikeout","Y","A.J. Ellis","2012-06-03"
"Strikeout","Y","Tony Gwynn","2012-06-03"
"Strikeout","Y","Tony GwynnJr.","2012-06-03"
"Groundout","Y","Nathan Eovaldi","2012-06-03"
"Single","N","Wilin Rosario","2012-06-03"
"Lineout","N","DJ LeMahieu","2012-06-03"
"Strikeout - DP","N","Alex White","2012-06-03"
"Groundout","Y","Devaris Gordon","2012-06-03"
"Groundout","Y","Dee Gordon","2012-06-03"
"Bunt Groundout","Y","Elian Herrera","2012-06-03"
"Walk","Y","Bobby Abreu","2012-06-03"
"Flyout","Y","Andre Ethier","2012-06-03"
"Walk","N","Dexter Fowler","2012-06-03"
"Forceout","N","Marco Scutaro","2012-06-03"
"Single","N","Carlos Gonzalez","2012-06-03"
"Flyout","N","Michael Cuddyer","2012-06-03"
"Single","N","Todd Helton","2012-06-03"
"Double","N","Jordan Pacheco","2012-06-03"
"Groundout","N","Wilin Rosario","2012-06-03"
"Groundout","N","Wilin Rosario","2012-06-03"
"Groundout","Y","Jerry Hairston","2012-06-03"
"Groundout","Y","Jerry HairstonJr.","2012-06-03"
"Walk","Y","James Loney","2012-06-03"
"Home Run","Y","A.J. Ellis","2012-06-03"
"Groundout","Y","Tony Gwynn","2012-06-03"
"Groundout","Y","Tony GwynnJr.","2012-06-03"
"Walk","Y","Adam Kennedy","2012-06-03"
"Single","Y","Devaris Gordon","2012-06-03"
"Single","Y","Dee Gordon","2012-06-03"
"Groundout","Y","Alex Castellanos","2012-06-03"
"Groundout","N","DJ LeMahieu","2012-06-03"
"Flyout","N","Christopher Nelson","2012-06-03"
"Flyout","N","Chris Nelson","2012-06-03"
"Strikeout","N","Dexter Fowler","2012-06-03"
"Groundout","Y","Bobby Abreu","2012-06-03"
"Groundout","Y","Andre Ethier","2012-06-03"
"Flyout","Y","Jerry Hairston","2012-06-03"
"Flyout","Y","Jerry HairstonJr.","2012-06-03"
"Single","N","Marco Scutaro","2012-06-03"
"Flyout","N","Carlos Gonzalez","2012-06-03"
"Intent Walk","N","Michael Cuddyer","2012-06-03"
"Forceout","N","Todd Helton","2012-06-03"
"Strikeout","N","Jason Giambi","2012-06-03"
"Flyout","Y","James Loney","2012-06-03"
"Flyout","Y","A.J. Ellis","2012-06-03"
"Flyout","Y","Tony Gwynn","2012-06-03"
"Flyout","Y","Tony GwynnJr.","2012-06-03"
"Groundout","Y","Jose Reyes","2012-06-03"
"Flyout","Y","Omar Infante","2012-06-03"
"Lineout","Y","Hanley Ramirez","2012-06-03"
"Groundout","N","Jimmy Rollins","2012-06-03"
"Single","N","Juan Pierre","2012-06-03"
"Groundout","N","Hunter Pence","2012-06-03"
"Walk","N","Hector Luna","2012-06-03"
"Groundout","N","Shane Victorino","2012-06-03"
"Groundout","Y","Michael Stanton","2012-06-03"
"Groundout","Y","Mike Stanton","2012-06-03"
"Groundout","Y","Giancarlo Stanton","2012-06-03"
"Single","Y","Greg Dobbs","2012-06-03"
"Single","Y","","2012-06-03"
"Strikeout","Y","Logan Morrison","2012-06-03"
"Strikeout","Y","John Buck","2012-06-03"
"Walk","N","Placido Polanco","2012-06-03"
"Bunt Pop Out","N","Freddy Galvis","2012-06-03"
"Groundout","N","Brian Schneider","2012-06-03"
"Strikeout","N","Joe Blanton","2012-06-03"
"Groundout","Y","Chris Coghlan","2012-06-03"
"Home Run","Y","Carlos Zambrano","2012-06-03"
"Lineout","Y","Jose Reyes","2012-06-03"
"Flyout","Y","Omar Infante","2012-06-03"
"Groundout","N","Jimmy Rollins","2012-06-03"
"Groundout","N","Juan Pierre","2012-06-03"
"Groundout","N","Hunter Pence","2012-06-03"
"Home Run","Y","Hanley Ramirez","2012-06-03"
"Groundout","Y","Michael Stanton","2012-06-03"
"Groundout","Y","Mike Stanton","2012-06-03"
"Groundout","Y","Giancarlo Stanton","2012-06-03"
"Single","Y","Greg Dobbs","2012-06-03"
"Single","Y","","2012-06-03"
"Forceout","Y","Logan Morrison","2012-06-03"
"Strikeout","Y","John Buck","2012-06-03"
"Groundout","N","Hector Luna","2012-06-03"
"Groundout","N","Shane Victorino","2012-06-03"
"Groundout","N","Placido Polanco","2012-06-03"
"Strikeout","Y","Chris Coghlan","2012-06-03"
"Groundout","Y","Carlos Zambrano","2012-06-03"
"Single","Y","Jose Reyes","2012-06-03"
"Single","Y","Omar Infante","2012-06-03"
"Strikeout","Y","Hanley Ramirez","2012-06-03"
"Flyout","N","Freddy Galvis","2012-06-03"
"Strikeout","N","Brian Schneider","2012-06-03"
"Strikeout","N","Joe Blanton","2012-06-03"
"Strikeout","Y","Michael Stanton","2012-06-03"
"Strikeout","Y","Mike Stanton","2012-06-03"
"Strikeout","Y","Giancarlo Stanton","2012-06-03"
"Flyout","Y","Greg Dobbs","2012-06-03"
"Flyout","Y","","2012-06-03"
"Groundout","Y","Logan Morrison","2012-06-03"
"Pop Out","N","Jimmy Rollins","2012-06-03"
"Double","N","Juan Pierre","2012-06-03"
"Strikeout","N","Hunter Pence","2012-06-03"
"Strikeout","N","Hector Luna","2012-06-03"
"Walk","Y","John Buck","2012-06-03"
"Single","Y","Chris Coghlan","2012-06-03"
"Single","Y","Carlos Zambrano","2012-06-03"
"Double","Y","Jose Reyes","2012-06-03"
"Groundout","Y","Omar Infante","2012-06-03"
"Fielders Choice Out","Y","Hanley Ramirez","2012-06-03"
"Single","Y","Michael Stanton","2012-06-03"
"Single","Y","Mike Stanton","2012-06-03"
"Single","Y","Giancarlo Stanton","2012-06-03"
"Lineout","Y","Justin Ruggiano","2012-06-03"
"Strikeout","N","Shane Victorino","2012-06-03"
"Groundout","N","Placido Polanco","2012-06-03"
"Flyout","N","Freddy Galvis","2012-06-03"
"Groundout","Y","Logan Morrison","2012-06-03"
"Single","Y","John Buck","2012-06-03"
"Single","Y","Chris Coghlan","2012-06-03"
"Bunt Pop Out","Y","Carlos Zambrano","2012-06-03"
"Groundout","Y","Jose Reyes","2012-06-03"
"Single","N","Brian Schneider","2012-06-03"
"Strikeout","N","Mike Fontenot","2012-06-03"
"Flyout","N","Jimmy Rollins","2012-06-03"
"Single","N","Juan Pierre","2012-06-03"
"Strikeout","N","Hunter Pence","2012-06-03"
"Lineout","Y","Omar Infante","2012-06-03"
"Lineout","Y","Hanley Ramirez","2012-06-03"
"Groundout","Y","Michael Stanton","2012-06-03"
"Groundout","Y","Mike Stanton","2012-06-03"
"Groundout","Y","Giancarlo Stanton","2012-06-03"
"Flyout","N","Hector Luna","2012-06-03"
"Single","N","Shane Victorino","2012-06-03"
"Single","N","Placido Polanco","2012-06-03"
"Forceout","N","Freddy Galvis","2012-06-03"
"Groundout","N","Brian Schneider","2012-06-03"
"Walk","Y","Denard Span","2012-06-03"
"Groundout","Y","Ben Revere","2012-06-03"
"Single","Y","Joe Mauer","2012-06-03"
"Strikeout","Y","Josh Willingham","2012-06-03"
"Groundout","Y","Justin Morneau","2012-06-03"
"Single","N","Shin-Soo Choo","2012-06-03"
"Flyout","N","Jason Kipnis","2012-06-03"
"Groundout","N","Asdrubal Cabrera","2012-06-03"
"Flyout","Y","Ryan Doumit","2012-06-03"
"Double","Y","Brian Dozier","2012-06-03"
"Strikeout","Y","Trevor Plouffe","2012-06-03"
"Groundout","Y","Alexi Casilla","2012-06-03"
"Single","N","Jose Lopez","2012-06-03"
"Flyout","N","Michael Brantley","2012-06-03"
"Grounded Into DP","N","Shelley Duncan","2012-06-03"
"Groundout","Y","Denard Span","2012-06-03"
"Groundout","Y","Ben Revere","2012-06-03"
"Walk","Y","Joe Mauer","2012-06-03"
"Double","Y","Josh Willingham","2012-06-03"
"Single","Y","Justin Morneau","2012-06-03"
"Strikeout","Y","Ryan Doumit","2012-06-03"
"Strikeout","N","Matt LaPorta","2012-06-03"
"Groundout","N","Aaron Cunningham","2012-06-03"
"Field Error","N","Lou Marson","2012-06-03"
"Groundout","N","Shin-Soo Choo","2012-06-03"
"Single","Y","Brian Dozier","2012-06-03"
"Single","Y","Trevor Plouffe","2012-06-03"
"Sac Fly","Y","Alexi Casilla","2012-06-03"
"Flyout","Y","Denard Span","2012-06-03"
"Groundout","Y","Ben Revere","2012-06-03"
"Field Error","N","Jason Kipnis","2012-06-03"
"Single","N","Asdrubal Cabrera","2012-06-03"
"Sac Fly","N","Jose Lopez","2012-06-03"
"Groundout","N","Michael Brantley","2012-06-03"
"Single","N","Shelley Duncan","2012-06-03"
"Forceout","N","Matt LaPorta","2012-06-03"
"Flyout","Y","Joe Mauer","2012-06-03"
"Flyout","Y","Josh Willingham","2012-06-03"
"Groundout","Y","Justin Morneau","2012-06-03"
"Groundout","N","Aaron Cunningham","2012-06-03"
"Flyout","N","Lou Marson","2012-06-03"
"Double","N","Shin-Soo Choo","2012-06-03"
"Groundout","N","Jason Kipnis","2012-06-03"
"Groundout","Y","Ryan Doumit","2012-06-03"
"Walk","Y","Brian Dozier","2012-06-03"
"Single","Y","Trevor Plouffe","2012-06-03"
"Fielders Choice Out","Y","Alexi Casilla","2012-06-03"
"Groundout","Y","Denard Span","2012-06-03"
"Bunt Groundout","N","Asdrubal Cabrera","2012-06-03"
"Groundout","N","Jose Lopez","2012-06-03"
"Single","N","Michael Brantley","2012-06-03"
"Strikeout","N","Shelley Duncan","2012-06-03"
"Single","Y","Ben Revere","2012-06-03"
"Strikeout","Y","Joe Mauer","2012-06-03"
"Double","Y","Josh Willingham","2012-06-03"
"Strikeout","Y","Justin Morneau","2012-06-03"
"Single","Y","Ryan Doumit","2012-06-03"
"Strikeout","Y","Brian Dozier","2012-06-03"
"Field Error","N","Matt LaPorta","2012-06-03"
"Pop Out","N","Aaron Cunningham","2012-06-03"
"Double","N","Lou Marson","2012-06-03"
"Groundout","N","Shin-Soo Choo","2012-06-03"
"Groundout","N","Jason Kipnis","2012-06-03"
"Double","Y","Trevor Plouffe","2012-06-03"
"Sac Fly","Y","Alexi Casilla","2012-06-03"
"Strikeout","Y","Denard Span","2012-06-03"
"Groundout","Y","Ben Revere","2012-06-03"
"Flyout","N","Asdrubal Cabrera","2012-06-03"
"Flyout","N","Jose Lopez","2012-06-03"
"Single","N","Michael Brantley","2012-06-03"
"Flyout","N","Shelley Duncan","2012-06-03"
"Flyout","Y","Darin Mastroianni","2012-06-03"
"Flyout","Y","Darin Mastroianni","2012-06-03"
"Groundout","Y","Josh Willingham","2012-06-03"
"Groundout","Y","Josh Willingham","2012-06-03"
"Pop Out","Y","Justin Morneau","2012-06-03"
"Pop Out","Y","Justin Morneau","2012-06-03"
"Single","N","Matt LaPorta","2012-06-03"
"Single","N","Matt LaPorta","2012-06-03"
"Grounded Into DP","N","Casey Kotchman","2012-06-03"
"Grounded Into DP","N","Casey Kotchman","2012-06-03"
"Flyout","N","Lonnie Chisenhall","2012-06-03"
"Flyout","N","Lonnie Chisenhall","2012-06-03"
"Home Run","Y","Derek Jeter","2012-06-03"
"Walk","Y","Curtis Granderson","2012-06-03"
"Walk","Y","Alex Rodriguez","2012-06-03"
"Strikeout","Y","Robinson Cano","2012-06-03"
"Sac Fly","Y","Mark Teixeira","2012-06-03"
"Flyout","Y","Raul Ibanez","2012-06-03"
"Lineout","N","Quintin Berry","2012-06-03"
"Flyout","N","Daniel Worth","2012-06-03"
"Flyout","N","Danny Worth","2012-06-03"
"Walk","N","Miguel Cabrera","2012-06-03"
"Flyout","N","Prince Fielder","2012-06-03"
"Single","Y","Nick Swisher","2012-06-03"
"Flyout","Y","Eric Chavez","2012-06-03"
"Walk","Y","Russell Martin","2012-06-03"
"Grounded Into DP","Y","Derek Jeter","2012-06-03"
"Strikeout","N","Delmon Young","2012-06-03"
"Groundout","N","Brennan Boesch","2012-06-03"
"Single","N","Jhonny Peralta","2012-06-03"
"Pop Out","N","Don Kelly","2012-06-03"
"Strikeout","Y","Curtis Granderson","2012-06-03"
"Home Run","Y","Alex Rodriguez","2012-06-03"
"Flyout","Y","Robinson Cano","2012-06-03"
"Groundout","Y","Mark Teixeira","2012-06-03"
"Groundout","N","Omir Santos","2012-06-03"
"Bunt Groundout","N","Quintin Berry","2012-06-03"
"Walk","N","Daniel Worth","2012-06-03"
"Walk","N","Danny Worth","2012-06-03"
"Flyout","N","Miguel Cabrera","2012-06-03"
"Flyout","Y","Raul Ibanez","2012-06-03"
"Walk","Y","Nick Swisher","2012-06-03"
"Single","Y","Eric Chavez","2012-06-03"
"Double Play","Y","Russell Martin","2012-06-03"
"Home Run","N","Prince Fielder","2012-06-03"
"Groundout","N","Delmon Young","2012-06-03"
"Strikeout","N","Brennan Boesch","2012-06-03"
"Flyout","N","Jhonny Peralta","2012-06-03"
"Groundout","Y","Derek Jeter","2012-06-03"
"Double","Y","Curtis Granderson","2012-06-03"
"Strikeout","Y","Alex Rodriguez","2012-06-03"
"Triple","Y","Robinson Cano","2012-06-03"
"Groundout","Y","Mark Teixeira","2012-06-03"
"Walk","N","Don Kelly","2012-06-03"
"Grounded Into DP","N","Omir Santos","2012-06-03"
"Strikeout","N","Quintin Berry","2012-06-03"
"Groundout","Y","Raul Ibanez","2012-06-03"
"Flyout","Y","Nick Swisher","2012-06-03"
"Single","Y","Eric Chavez","2012-06-03"
"Flyout","Y","Russell Martin","2012-06-03"
"Strikeout","N","Daniel Worth","2012-06-03"
"Strikeout","N","Danny Worth","2012-06-03"
"Strikeout","N","Miguel Cabrera","2012-06-03"
"Groundout","N","Prince Fielder","2012-06-03"
"Single","Y","Derek Jeter","2012-06-03"
"Strikeout","Y","Curtis Granderson","2012-06-03"
"Single","Y","Alex Rodriguez","2012-06-03"
"Groundout","Y","Robinson Cano","2012-06-03"
"Flyout","Y","Mark Teixeira","2012-06-03"
"Strikeout","N","Delmon Young","2012-06-03"
"Pop Out","N","Brennan Boesch","2012-06-03"
"Single","N","Jhonny Peralta","2012-06-03"
"Pop Out","N","Don Kelly","2012-06-03"
"Pop Out","Y","Raul Ibanez","2012-06-03"
"Groundout","Y","Nick Swisher","2012-06-03"
"Groundout","Y","Eric Chavez","2012-06-03"
"Flyout","N","Omir Santos","2012-06-03"
"Pop Out","N","Quintin Berry","2012-06-03"
"Groundout","N","Daniel Worth","2012-06-03"
"Groundout","N","Danny Worth","2012-06-03"
"Double","Y","Russell Martin","2012-06-03"
"Strikeout","Y","Derek Jeter","2012-06-03"
"Pop Out","Y","Curtis Granderson","2012-06-03"
"Strikeout","Y","Alex Rodriguez","2012-06-03"
"Strikeout","N","Miguel Cabrera","2012-06-03"
"Groundout","N","Prince Fielder","2012-06-03"
"Single","N","Delmon Young","2012-06-03"
"Strikeout","N","Brennan Boesch","2012-06-03"
"Single","Y","Collin Cowgill","2012-06-03"
"Single","Y","Collin Cowgill","2012-06-03"
"Flyout","Y","Cliff Pennington","2012-06-03"
"Flyout","Y","Cliff Pennington","2012-06-03"
"Single","Y","Josh Reddick","2012-06-03"
"Single","Y","Josh Reddick","2012-06-03"
"Flyout","Y","Yoenis Cespedes","2012-06-03"
"Flyout","Y","Yoenis Cespedes","2012-06-03"
"Walk","Y","Kila Ka'aihue","2012-06-03"
"Walk","Y","Kila Ka'aihue","2012-06-03"
"Forceout","Y","Brandon Inge","2012-06-03"
"Forceout","Y","Brandon Inge","2012-06-03"
"Walk","N","Alex Gordon","2012-06-03"
"Walk","N","Alex Gordon","2012-06-03"
"Flyout","N","Johnny Giavotella","2012-06-03"
"Flyout","N","Johnny Giavotella","2012-06-03"
"Single","N","Billy Butler","2012-06-03"
"Single","N","Billy Butler","2012-06-03"
"Pop Out","N","Jeff Francoeur","2012-06-03"
"Pop Out","N","Jeff Francoeur","2012-06-03"
"Pop Out","N","Yuniesky Betancourt","2012-06-03"
"Pop Out","N","Yuniesky Betancourt","2012-06-03"
"Flyout","Y","Seth Smith","2012-06-03"
"Flyout","Y","Seth Smith","2012-06-03"
"Single","Y","Josh Donaldson","2012-06-03"
"Single","Y","Josh Donaldson","2012-06-03"
"Forceout","Y","Adam Rosales","2012-06-03"
"Forceout","Y","Adam Rosales","2012-06-03"
"Groundout","Y","Collin Cowgill","2012-06-03"
"Groundout","Y","Collin Cowgill","2012-06-03"
"Home Run","N","Eric Hosmer","2012-06-03"
"Home Run","N","Eric Hosmer","2012-06-03"
"Strikeout","N","Brayan Pena","2012-06-03"
"Strikeout","N","Brayan Pena","2012-06-03"
"Strikeout","N","Alcides Escobar","2012-06-03"
"Strikeout","N","Alcides Escobar","2012-06-03"
"Strikeout","N","Jarrod Dyson","2012-06-03"
"Strikeout","N","Jarrod Dyson","2012-06-03"
"Groundout","Y","Cliff Pennington","2012-06-03"
"Groundout","Y","Cliff Pennington","2012-06-03"
"Walk","Y","Josh Reddick","2012-06-03"
"Walk","Y","Josh Reddick","2012-06-03"
"Pop Out","Y","Yoenis Cespedes","2012-06-03"
"Pop Out","Y","Yoenis Cespedes","2012-06-03"
"Strikeout","Y","Kila Ka'aihue","2012-06-03"
"Strikeout","Y","Kila Ka'aihue","2012-06-03"
"Double","N","Alex Gordon","2012-06-03"
"Double","N","Alex Gordon","2012-06-03"
"Flyout","N","Johnny Giavotella","2012-06-03"
"Flyout","N","Johnny Giavotella","2012-06-03"
"Strikeout","N","Billy Butler","2012-06-03"
"Strikeout","N","Billy Butler","2012-06-03"
"Lineout","N","Jeff Francoeur","2012-06-03"
"Lineout","N","Jeff Francoeur","2012-06-03"
"Strikeout","Y","Brandon Inge","2012-06-03"
"Strikeout","Y","Brandon Inge","2012-06-03"
"Groundout","Y","Seth Smith","2012-06-03"
"Groundout","Y","Seth Smith","2012-06-03"
"Strikeout","Y","Josh Donaldson","2012-06-03"
"Strikeout","Y","Josh Donaldson","2012-06-03"
"Pop Out","N","Yuniesky Betancourt","2012-06-03"
"Pop Out","N","Yuniesky Betancourt","2012-06-03"
"Single","N","Eric Hosmer","2012-06-03"
"Single","N","Eric Hosmer","2012-06-03"
"Strikeout","N","Brayan Pena","2012-06-03"
"Strikeout","N","Brayan Pena","2012-06-03"
"Lineout","N","Alcides Escobar","2012-06-03"
"Lineout","N","Alcides Escobar","2012-06-03"
"Walk","Y","Adam Rosales","2012-06-03"
"Walk","Y","Adam Rosales","2012-06-03"
"Single","Y","Collin Cowgill","2012-06-03"
"Single","Y","Collin Cowgill","2012-06-03"
"Sac Bunt","Y","Cliff Pennington","2012-06-03"
"Sac Bunt","Y","Cliff Pennington","2012-06-03"
"Double Play","Y","Josh Reddick","2012-06-03"
"Double Play","Y","Josh Reddick","2012-06-03"
"Single","N","Jarrod Dyson","2012-06-03"
"Single","N","Jarrod Dyson","2012-06-03"
"Flyout","N","Alex Gordon","2012-06-03"
"Flyout","N","Alex Gordon","2012-06-03"
"Single","N","Johnny Giavotella","2012-06-03"
"Single","N","Johnny Giavotella","2012-06-03"
"Single","N","Billy Butler","2012-06-03"
"Single","N","Billy Butler","2012-06-03"
"Grounded Into DP","N","Jeff Francoeur","2012-06-03"
"Grounded Into DP","N","Jeff Francoeur","2012-06-03"
"Groundout","Y","Yoenis Cespedes","2012-06-03"
"Groundout","Y","Yoenis Cespedes","2012-06-03"
"Groundout","Y","Kila Ka'aihue","2012-06-03"
"Groundout","Y","Kila Ka'aihue","2012-06-03"
"Pop Out","Y","Brandon Inge","2012-06-03"
"Pop Out","Y","Brandon Inge","2012-06-03"
"Single","N","Yuniesky Betancourt","2012-06-03"
"Single","N","Yuniesky Betancourt","2012-06-03"
"Field Error","N","Eric Hosmer","2012-06-03"
"Field Error","N","Eric Hosmer","2012-06-03"
"Grounded Into DP","N","Brayan Pena","2012-06-03"
"Grounded Into DP","N","Brayan Pena","2012-06-03"
"Groundout","Y","Seth Smith","2012-06-03"
"Groundout","Y","Josh Donaldson","2012-06-03"
"Single","Y","Adam Rosales","2012-06-03"
"Flyout","Y","Collin Cowgill","2012-06-03"
"Strikeout","N","Alcides Escobar","2012-06-03"
"Strikeout","N","Alcides Escobar","2012-06-03"
